date,actual_open,actual_high,actual_low,actual_close,pred_open,pred_high,pred_low,pred_close
2022-09-16,3189.8265,3191.8265,3126.3972,3126.3977,3223.3042,3259.4795,3182.195,3224.0337
2022-09-19,3122.7549000000004,3135.5565,3101.2207,3115.6019000000006,3185.3977,3220.9866,3144.9468,3186.1
2022-09-20,3127.8356,3140.0252,3114.0367999999994,3122.4057999999995,3138.998,3173.8787,3099.3638,3139.6785
2022-09-21,3116.0065,3129.8245,3091.2966,3117.1774,3110.1638,3144.627,3071.0603,3110.856
2022-09-22,3098.7682,3125.6797,3092.8189,3108.9096,3098.556,3132.8755,3059.6912,3099.279
2022-09-23,3106.8055,3124.6583000000005,3072.2409,3088.3695000000002,3092.7031,3126.9578,3053.9658,3093.4492
2022-09-26,3067.5689000000007,3102.6544,3048.5143,3051.2260000000006,3089.472,3123.695,3050.8093,3090.2354
2022-09-27,3056.3917,3094.0389,3048.365,3093.8618000000006,3076.8171,3110.852,3038.3813,3077.579
2022-09-28,3089.0975,3089.0975000000003,3044.864,3045.0668000000005,3078.0183,3112.0864,3039.5767,3078.7974
2022-09-29,3067.4727,3076.7614999999996,3026.0792,3041.2046,3058.3381,3092.0957,3020.2322,3059.0967
2022-09-30,3042.1664,3054.6129,3021.9309,3024.3904999999995,3044.9185,3078.481,3007.058,3045.681
2022-10-10,3026.9354000000003,3029.4477999999995,2968.281,2974.1454,3025.5833,3058.8552,2988.0676,3026.3416
2022-10-11,2978.0617,2986.9116,2953.4953000000005,2979.7925999999998,3001.019,3033.9263,2963.9448,3001.776
2022-10-12,2976.7168,3025.5055000000007,2934.0922,3025.5055,2980.8345,3013.4497,2944.131,2981.599
2022-10-13,3008.3015999999993,3036.2485,3004.4963000000002,3016.3561,2993.4688,3026.318,2956.5845,2994.2832
2022-10-14,3035.0341,3084.2724,3035.0341,3071.9868,3004.4473,3037.476,2967.382,3005.2798
2022-10-17,3060.5176,3087.1943999999994,3052.7149,3084.9423,3042.4832,3076.1172,3004.7734,3043.3594
2022-10-18,3094.9272,3099.9182,3074.2162000000003,3080.9574,3065.3882,3099.3577,3027.2607,3066.2593
2022-10-19,3073.2616,3081.3903000000005,3044.3777,3044.3777,3070.9873,3105.0132,3032.7327,3071.8303
2022-10-20,3029.3028,3070.2648,3013.6929,3035.0503999999996,3050.966,3084.6548,3013.0315,3051.7654
2022-10-21,3038.0357999999997,3055.4157,3026.9603000000006,3038.9291,3034.1099,3067.5413,2996.471,3034.9006
2022-10-24,3034.7458,3064.4211,2965.1675,2977.5554,3028.6504,3062.0137,2991.1223,3029.4546
2022-10-25,2969.156,3001.7150000000006,2944.2606999999994,2976.2830000000004,3013.714,3046.8586,2976.4573,3014.5205
2022-10-26,2977.5643000000005,3028.3478,2977.5643,2999.5036,2992.7034,3025.531,2955.8196,2993.504
2022-10-27,3005.0373,3017.2629,2981.6888999999996,2982.9029,2992.501,3025.3452,2955.641,2993.3232
2022-10-28,2967.0221,2974.236,2908.9831,2915.9257,2988.6672,3021.4587,2951.8804,2989.494
2022-10-31,2893.1962000000003,2926.015,2885.0894,2893.4829,2960.2522,2992.5989,2923.9539,2961.054
2022-11-01,2899.4985000000006,2969.1995000000006,2896.7572,2969.1995,2931.2844,2963.1956,2895.5017,2932.0796
2022-11-02,2960.6465,3019.0486000000005,2954.9478000000004,3003.3699,2949.5955,2981.834,2913.5388,2950.4507
2022-11-03,2981.2038,3003.7207,2977.7162000000003,2997.8057,2981.208,3013.9521,2944.6191,2982.1028
2022-11-04,2996.9971,3081.5903,2996.9971,3070.7964,2983.3352,3016.0847,2946.6821,2984.2021
2022-11-07,3062.8589999999995,3088.1927,3054.4571,3077.8169999999996,3025.793,3059.213,2988.4155,3026.7031
2022-11-08,3077.3056000000006,3078.276,3047.4624,3064.4928,3057.0378,3090.9219,3019.0977,3057.9485
2022-11-09,3064.4633,3073.9183,3046.1881,3048.1675999999998,3053.7231,3087.512,3015.7966,3054.5842
2022-11-10,3031.6915,3047.9803,3022.8506,3036.1317999999997,3036.016,3069.504,2998.3699,3036.836
2022-11-11,3099.65,3117.7419,3070.3007,3087.2926000000007,3025.9917,3059.329,2988.5242,3026.8096
2022-11-14,3100.8669,3121.4056,3075.2152,3083.4012999999995,3081.5825,3115.8325,3043.2,3082.494
2022-11-15,3081.1349,3135.5902999999994,3074.4981999999995,3134.0778,3108.6846,3143.3323,3069.8088,3109.5916
2022-11-16,3133.6504,3145.7526,3115.3453,3119.9804,3125.4033,3160.275,3086.203,3126.2852
2022-11-17,3110.9648999999995,3115.4351,3087.1737,3115.4346999999993,3118.3345,3153.0537,3079.2144,3119.1667
2022-11-18,3116.7291,3126.7107000000005,3096.8858,3097.2431999999994,3103.1538,3137.6196,3064.279,3103.9556
2022-11-21,3078.0569,3085.2426,3056.1703,3085.0444,3092.9387,3127.2488,3054.2441,3093.736
2022-11-22,3084.2328,3118.1197000000006,3076.3214,3088.9426,3073.4084,3107.4187,3035.056,3074.1946
2022-11-23,3084.7403,3108.2438000000006,3075.3241,3096.9073,3083.0417,3117.229,3044.5503,3083.8647
2022-11-24,3104.0955,3113.2391999999995,3084.8554,3089.3096,3096.938,3131.351,3058.2153,3097.782
2022-11-25,3085.4610999999995,3111.4214,3077.9670999999994,3101.6932,3090.8755,3125.175,3052.239,3091.695
2022-11-28,3055.2899,3080.1843000000003,3034.7045,3078.5485,3095.9407,3130.3184,3057.2163,3096.764
2022-11-29,3096.1126,3152.0027,3096.1125999999995,3149.7478000000006,3083.828,3118.0078,3045.3035,3084.631
2022-11-30,3141.3992,3158.5732000000003,3137.3687,3151.3353,3127.2214,3162.107,3087.9766,3128.0916
2022-12-01,3187.9899,3198.4088,3164.5348,3165.4711,3154.9392,3190.2356,3115.1946,3155.8093
2022-12-02,3160.5789000000004,3170.898,3149.8406,3156.1441999999997,3179.518,3215.1704,3139.322,3180.38
2022-12-05,3181.9155,3213.4395,3177.0642,3211.8144,3165.7217,3201.1118,3125.7173,3166.522
2022-12-06,3200.275,3224.822,3195.0788,3212.5334,3204.2148,3240.2202,3163.5598,3205.0623
2022-12-07,3204.9352,3226.0816999999997,3188.6705,3199.6194,3216.5564,3252.7249,3175.6594,3217.3828
2022-12-08,3196.0156,3206.7151,3187.2566,3197.3499,3208.6692,3244.6855,3167.8794,3209.4585
2022-12-09,3197.1182999999996,3212.1058999999996,3182.9068,3206.9501999999998,3193.0127,3228.7712,3152.4797,3193.7747
2022-12-12,3195.868,3196.7247,3176.5752000000007,3179.0417,3199.3203,3235.192,3158.6934,3200.1028
2022-12-13,3179.4354000000003,3187.2035,3171.4827,3176.3255000000004,3188.756,3224.4583,3148.307,3189.5247
2022-12-14,3178.5541999999996,3189.8349999999996,3168.5925,3176.5253,3171.273,3206.699,3131.1228,3172.0242
2022-12-15,3177.1995,3179.1000000000004,3158.4515,3168.6478,3159.0066,3194.2488,3119.0764,3159.7559
2022-12-16,3156.1349,3175.3526,3151.6089,3167.8576,3148.3213,3183.4058,3108.5845,3149.0718
2022-12-19,3165.3092,3170.2552,3096.0980999999997,3107.115,3148.5964,3183.701,3108.871,3149.3643
2022-12-20,3098.9532,3100.7476999999994,3061.5098,3073.7659,3132.0232,3166.8733,3092.5872,3132.781
