,Unnamed: 0,date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,isST
16,16,2001-09-25,sh.000001,15.899918393411191,16.164232516308928,15.67032921267986,15.779045450804517,1794.961,289103000,3395763491.0,3,0.003585,1,-0.060003,0.0
17,17,2001-09-26,sh.000001,15.774424713211843,15.774801511556312,15.2095841633639,15.262038459212079,1793.884,276968000,3273619392.0,3,0.003434,1,-1.453275,0.0
18,18,2001-09-27,sh.000001,15.218567829155667,15.486511115055379,14.923911523782422,15.20488409980397,1767.814,317250000,3770561929.0,3,0.003931,1,-0.163024,0.0
19,19,2001-09-28,sh.000001,15.22864222699721,15.3906060206426,14.942890261448476,15.203595052836057,1764.932,336137800,4046742860.0,3,0.004157,1,-0.003686,0.0
20,20,2001-10-08,sh.000001,15.228701721472653,15.38071010622739,14.374103244729532,14.443374645636034,1764.867,271852200,3081936905.0,3,0.003361,1,-2.172061,0.0
21,21,2001-10-09,sh.000001,14.39657232495486,14.929900634310272,14.357900915917455,14.80246346791315,1726.533,272097600,3151315983.0,3,0.003362,1,1.048752,0.0
22,22,2001-10-10,sh.000001,14.790604235808338,14.802403973437706,13.594071177207276,13.65168166092711,1744.64,393135100,4675751398.0,3,0.004854,1,-3.32607,0.0
23,23,2001-10-11,sh.000001,13.566505403585737,13.782629001375312,12.612432163903321,12.694098247193601,1686.612,437030700,4937634568.0,3,0.005386,1,-2.8629,0.0
24,24,2001-10-12,sh.000001,12.68265547641689,13.931226369538038,11.910099881308522,13.745167313338563,1638.326,718009800,8113369515.0,3,0.008844,1,3.235009,0.0
25,25,2001-10-15,sh.000001,13.761964586905073,13.988341065962516,13.327496264242733,13.664929097458895,1691.326,458875700,5149456451.0,3,0.005644,1,-0.239222,0.0
26,26,2001-10-16,sh.000001,13.702747752348294,13.751612548178137,12.909765720671459,13.04265654731745,1687.28,338167500,3769386293.0,3,0.00416,1,-1.859683,0.0
